,real,null_00,null_01,null_02,null_03,null_04,null_05,null_06,null_07,null_08,null_09,null_10,null_11,null_12,null_13,null_14,null_15,null_16,null_17,null_18,null_19,null_20,null_21,null_22,null_23,null_24,null_25,null_26,null_27,null_28,null_29,null_30,null_31,null_32,null_33,null_34,null_35,null_36,null_37,null_38,null_39,null_40,null_41,null_42,null_43,null_44,null_45,null_46,null_47,null_48,null_49,null_50,null_51,null_52,null_53,null_54,null_55,null_56,null_57,null_58,null_59,null_60,null_61,null_62,null_63,null_64,null_65,null_66,null_67,null_68,null_69,null_70,null_71,null_72,null_73,null_74,null_75,null_76,null_77,null_78,null_79,null_80,null_81,null_82,null_83,null_84,null_85,null_86,null_87,null_88,null_89,null_90,null_91,null_92,null_93,null_94,null_95,null_96,null_97,null_98,null_99
Syn,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338,0.025125959824866338
Gap,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302,0.012386966183362302
Wired,0.03472970891729555,0.036896877956480605,0.037061890827484546,0.03699588567908297,0.03678686937581131,0.03696288310488218,0.03696288310488218,0.03697388396294911,0.03696288310488218,0.03699588567908297,0.03710589425975226,0.036918879672614466,0.03690787881454753,0.03698488482101604,0.03692988053068139,0.03692988053068139,0.037017887395216824,0.03678686937581131,0.03685287452421289,0.03690787881454753,0.03697388396294911,0.03692988053068139,0.03696288310488218,0.03696288310488218,0.03696288310488218,0.03698488482101604,0.036896877956480605,0.037061890827484546,0.03699588567908297,0.03678686937581131,0.03696288310488218,0.03696288310488218,0.03697388396294911,0.03696288310488218,0.03699588567908297,0.03710589425975226,0.036918879672614466,0.03690787881454753,0.03698488482101604,0.03692988053068139,0.03692988053068139,0.037017887395216824,0.03678686937581131,0.03685287452421289,0.03690787881454753,0.03697388396294911,0.03692988053068139,0.03696288310488218,0.03696288310488218,0.03696288310488218,0.03698488482101604,0.036896877956480605,0.037061890827484546,0.03699588567908297,0.03678686937581131,0.03696288310488218,0.03696288310488218,0.03697388396294911,0.03696288310488218,0.03699588567908297,0.03710589425975226,0.036918879672614466,0.03690787881454753,0.03698488482101604,0.03692988053068139,0.03692988053068139,0.037017887395216824,0.03678686937581131,0.03685287452421289,0.03690787881454753,0.03697388396294911,0.03692988053068139,0.03696288310488218,0.03696288310488218,0.03696288310488218,0.03698488482101604,0.036896877956480605,0.037061890827484546,0.03699588567908297,0.03678686937581131,0.03696288310488218,0.03696288310488218,0.03697388396294911,0.03696288310488218,0.03699588567908297,0.03710589425975226,0.036918879672614466,0.03690787881454753,0.03698488482101604,0.03692988053068139,0.03692988053068139,0.037017887395216824,0.03678686937581131,0.03685287452421289,0.03690787881454753,0.03697388396294911,0.03692988053068139,0.03696288310488218,0.03696288310488218,0.03696288310488218,0.03698488482101604
MA,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832,0.023805856856834832
All,0.05731447052870124,0.05942663527755165,0.059690655871157954,0.05962465072275638,0.05940463356141779,0.059657653296957165,0.05959164814855559,0.05961364986468944,0.05947063870981937,0.05956964643242173,0.05956964643242173,0.059481639567886296,0.059371630987217004,0.05954764471628787,0.05947063870981937,0.05942663527755165,0.059481639567886296,0.05941563441948472,0.05943763613561858,0.059492640425953223,0.05936063012915008,0.05947063870981937,0.059635651580823304,0.059459637851752435,0.05941563441948472,0.05958064729048866,0.05942663527755165,0.059690655871157954,0.05962465072275638,0.05940463356141779,0.059657653296957165,0.05959164814855559,0.05961364986468944,0.05947063870981937,0.05956964643242173,0.05956964643242173,0.059481639567886296,0.059371630987217004,0.05954764471628787,0.05947063870981937,0.05942663527755165,0.059481639567886296,0.05941563441948472,0.05943763613561858,0.059492640425953223,0.05936063012915008,0.05947063870981937,0.059635651580823304,0.059459637851752435,0.05941563441948472,0.05958064729048866,0.05942663527755165,0.059690655871157954,0.05962465072275638,0.05940463356141779,0.059657653296957165,0.05959164814855559,0.05961364986468944,0.05947063870981937,0.05956964643242173,0.05956964643242173,0.059481639567886296,0.059371630987217004,0.05954764471628787,0.05947063870981937,0.05942663527755165,0.059481639567886296,0.05941563441948472,0.05943763613561858,0.059492640425953223,0.05936063012915008,0.05947063870981937,0.059635651580823304,0.059459637851752435,0.05941563441948472,0.05958064729048866,0.05942663527755165,0.059690655871157954,0.05962465072275638,0.05940463356141779,0.059657653296957165,0.05959164814855559,0.05961364986468944,0.05947063870981937,0.05956964643242173,0.05956964643242173,0.059481639567886296,0.059371630987217004,0.05954764471628787,0.05947063870981937,0.05942663527755165,0.059481639567886296,0.05941563441948472,0.05943763613561858,0.059492640425953223,0.05936063012915008,0.05947063870981937,0.059635651580823304,0.059459637851752435,0.05941563441948472,0.05958064729048866
All (real wired + null MA),0.05731447052870124,0.05755648940617368,0.057457481683571315,0.057534487690039826,0.05756749026424061,0.05758949198037447,0.05754548854810675,0.05747948339970518,0.05764449627070912,0.05744648082550439,0.05755648940617368,0.05752348683197289,0.057655497128776045,0.057490484257772104,0.05755648940617368,0.05750148511583904,0.05743547996743746,0.05746848254163825,0.05754548854810675,0.05752348683197289,0.05743547996743746,0.057391476535169746,0.05754548854810675,0.05756749026424061,0.05747948339970518,0.05752348683197289,0.05755648940617368,0.057457481683571315,0.057534487690039826,0.05756749026424061,0.05758949198037447,0.05754548854810675,0.05747948339970518,0.05764449627070912,0.05744648082550439,0.05755648940617368,0.05752348683197289,0.057655497128776045,0.057490484257772104,0.05755648940617368,0.05750148511583904,0.05743547996743746,0.05746848254163825,0.05754548854810675,0.05752348683197289,0.05743547996743746,0.057391476535169746,0.05754548854810675,0.05756749026424061,0.05747948339970518,0.05752348683197289,0.05755648940617368,0.057457481683571315,0.057534487690039826,0.05756749026424061,0.05758949198037447,0.05754548854810675,0.05747948339970518,0.05764449627070912,0.05744648082550439,0.05755648940617368,0.05752348683197289,0.057655497128776045,0.057490484257772104,0.05755648940617368,0.05750148511583904,0.05743547996743746,0.05746848254163825,0.05754548854810675,0.05752348683197289,0.05743547996743746,0.057391476535169746,0.05754548854810675,0.05756749026424061,0.05747948339970518,0.05752348683197289,0.05755648940617368,0.057457481683571315,0.057534487690039826,0.05756749026424061,0.05758949198037447,0.05754548854810675,0.05747948339970518,0.05764449627070912,0.05744648082550439,0.05755648940617368,0.05752348683197289,0.057655497128776045,0.057490484257772104,0.05755648940617368,0.05750148511583904,0.05743547996743746,0.05746848254163825,0.05754548854810675,0.05752348683197289,0.05743547996743746,0.057391476535169746,0.05754548854810675,0.05756749026424061,0.05747948339970518,0.05752348683197289
NP,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707,0.07739103650084707
All w/ NP,0.12855602737013488,0.13107522386746165,0.13173527535147742,0.13152625904820575,0.13091021099645772,0.13137224703526876,0.1313942487514026,0.13186728564828057,0.13130624188686718,0.13144925304173727,0.13121823502233174,0.1310532221513278,0.13117423159006403,0.1308992101383908,0.1312402367384656,0.1311962333061979,0.13164726848694197,0.1311632307319971,0.1312842401707333,0.13122923588039867,0.1308992101383908,0.1314712547578711,0.1315702624804735,0.13160326505467426,0.13118523244813096,0.1314272513256034,0.13107522386746165,0.13173527535147742,0.13152625904820575,0.13091021099645772,0.13137224703526876,0.1313942487514026,0.13186728564828057,0.13130624188686718,0.13144925304173727,0.13121823502233174,0.1310532221513278,0.13117423159006403,0.1308992101383908,0.1312402367384656,0.1311962333061979,0.13164726848694197,0.1311632307319971,0.1312842401707333,0.13122923588039867,0.1308992101383908,0.1314712547578711,0.1315702624804735,0.13160326505467426,0.13118523244813096,0.1314272513256034,0.13107522386746165,0.13173527535147742,0.13152625904820575,0.13091021099645772,0.13137224703526876,0.1313942487514026,0.13186728564828057,0.13130624188686718,0.13144925304173727,0.13121823502233174,0.1310532221513278,0.13117423159006403,0.1308992101383908,0.1312402367384656,0.1311962333061979,0.13164726848694197,0.1311632307319971,0.1312842401707333,0.13122923588039867,0.1308992101383908,0.1314712547578711,0.1315702624804735,0.13160326505467426,0.13118523244813096,0.1314272513256034,0.13107522386746165,0.13173527535147742,0.13152625904820575,0.13091021099645772,0.13137224703526876,0.1313942487514026,0.13186728564828057,0.13130624188686718,0.13144925304173727,0.13121823502233174,0.1310532221513278,0.13117423159006403,0.1308992101383908,0.1312402367384656,0.1311962333061979,0.13164726848694197,0.1311632307319971,0.1312842401707333,0.13122923588039867,0.1308992101383908,0.1314712547578711,0.1315702624804735,0.13160326505467426,0.13118523244813096,0.1314272513256034
